Poskytovateľ,Dataset,Zobrazenia,Rok
Výsledky hlasovania pre politické subjekty podľa územných obvodov okresných komisií,Štatistický úrad SR,20,2022
Počet a podiel platných hlasov odovzdaných pre kandidátov na prezidenta Slovenskej republiky za kraje,Štatistický úrad SR,20,2022
Podriadené organizácie ÚVO,Úrad pre verejné obstarávanie,20,2022
ŠVPÚ vyšetrenia,Štátny veterinárny a potravinový ústav,20,2022
Výsledky hlasovania oprávnených občanov za obce,Štatistický úrad SR,20,2022
Priemerné hodnoty obsahu fosforu v analyzovanej pôde na katastre SR,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,20,2022
Súhrnné výsledky hlasovania vo voľbe prezidenta SR podľa obcí a za SR,Štatistický úrad SR,20,2022
Výsledky hlasovania oprávnených občanov v referende otázka č. 5,Štatistický úrad SR,20,2022
Zoznam registrovaných krmivárskych podnikov podľa nariadenia (ES) č. 183/2005 čl. 9,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,20,2022
Priemerné hodnoty obsahu draslíka v analyzovaných pôdach na katastre SR,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,20,2022
Počet a podiel platných hlasov odovzdaných pre jednotlivých kandidátov na prezidenta SR podľa obcí,Štatistický úrad SR,20,2022
"Hierarchický číselník odvodený od Medzinárodnej klasifikácie chorôb, 10. decenálnej revízie (verzia KBD)",Štatistický úrad SR,20,2022
Počet a podile platných hlasov odovzdaných pre jednotlivých kandidátov na prezidenta SR podľa okresov,Štatistický úrad SR,20,2022
Súhrnné výsledky hlasovania za okrsky,Štatistický úrad SR,20,2022
Zoznam prvovýrobcov podľa nariadenia (ES) č. 183/2005 čl.5 ods.1,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,19,2022
Inštitucionálne sektory ESÚ 95,Štatistický úrad SR,19,2022
ÚKSÚP – registračný informačný systém (RIS),Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,19,2022
Zásoby,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,19,2022
Súhrnné výsledky volieb za obce - Počet volených a zvolených poslancov a starostov,Štatistický úrad SR,19,2022
Zoznam kontaktných miest,Štatistický úrad SR,19,2022
Faktúry SŠHR za rok 2021,Správa štátnych hmotných rezerv Slovenskej republiky,19,2022
Byty - dokončené podľa počtu izieb,Štatistický úrad SR,19,2022
"Súhrnné výsledky hlasovania vo voľbe prezidenta SR, počet a podiel platných hlasov odovzdaných pre kandidátov na prezidenta SR podľa okresov a za SR",Štatistický úrad SR,19,2022
Zoznam kategorizovaných špeciálnych zdravotníckych materiálov,Ministerstvo zdravotníctva SR,19,2022
Počet a podiel zvolených poslancov podľa jednotlivých politických subjektov za obce,Štatistický úrad SR,19,2022
"Zomrelí podľa veku a pohlavia - SR-oblasť-kraj-okres, mestá, vidiek",Štatistický úrad SR,19,2022
Faktúry za tovary a služby 2016,"Regionálny úrad verejného zdravotníctva, Žilina",19,2022
Počet a podiel platných hlasov pre kandidátov na starostu za obce,Štatistický úrad SR,19,2022
Počet a podiel platných hlasov odovzdaných pre kandidátov na prezidenta SR a za SR,Štatistický úrad SR,19,2022
Dôvody odmietnutia hovoru LTV 150 za rok 2016,Ministerstvo vnútra SR,19,2022
Výsledky prednostného hlasovania za SR,Štatistický úrad SR,19,2022
PMÚSR Zoznam faktúr(2021-12-31),"Protimonopolný úrad SR, Bratislava",19,2022
NKÚ SR Zoznam zahraničných cestovných nákladov za rok 2021,Najvyšší kontrolný úrad SR,19,2022
Objednávky tovarov a služieb RÚVZ Nitra za rok 2016,Regionálny úrad verejného zdravotníctva Nitra,19,2022
Register prevádzkovateľov vyvážajúcich produkty z ekologickej poľnohospodárskej výroby do tretích krajín,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,19,2022
MIRRI Zahraničné cestovné náklady (2022-03-29),Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,19,2022
Výusty,Výskumný ústav vodného hospodárstva,19,2022
MIRRI Strategické dokumenty (2022-03-25),Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,19,2022
Objednávky tovarov a služieb 2019,Regionálny úrad verejného zdravotníctva Topoľčany,19,2022
Zoznam využívaného open source na MDV SR,Ministerstvo dopravy a výstavby SR,19,2022
Faktúry za tovary a služby 2021,Regionálny úrad verejného zdravotníctva Topoľčany,19,2022
Príbuzenský stav,Štatistický úrad SR,19,2022
Výsledky hlasovania pre politické subjekty podľa okrskov,Štatistický úrad SR,19,2022
Počet a podiel zvolených poslancov podľa jednotlivých politických subjektov za SR,Štatistický úrad SR,19,2022
Najžiadanejšie otvorené údaje ÚPV SR,Úrad priemyselného vlastníctva Slovenskej republiky,19,2022
PMÚSR Zoznam faktúr (2022-05-31),"Protimonopolný úrad SR, Bratislava",19,2022
Súhrnné výsledky hlasovania podľa obvodov a za SR,Štatistický úrad SR,19,2022
Poštové smerovacie čísla,Ministerstvo dopravy a výstavby SR,19,2022
Disponibilný dôchodok v bežných cenách,Štatistický úrad SR,19,2022
Intenzita využívania lesných zdrojov,Národné lesnícke centrum,19,2022
Register odbornej spôsobilosti - potraviny a pokrmy rok 2015,Regionálny úrad verejného zdravotníctva so sídlom vo Veľkom Krtíši,19,2022
Evidencia údajov TSE,Štátna veterinárna a potravinová správa Bratislava,19,2022
Objednávky tovarov a služieb 2016,"Regionálny úrad verejného zdravotníctva, Žilina",19,2022
"Skupiny Klasifikácie zamestnaní, verzia 2001",Štatistický úrad SR,19,2022
Zoznam hnojív a pôdnych pomocných látok povolených v ekologickej poľnohospodárskej výrobe,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,19,2022
Súhrnné výsledky hlasovania vo voľbe prezidenta SR podľa obvodov a za SR,Štatistický úrad SR,19,2022
Súhrnné výsledky hlasovania za okresy,Štatistický úrad SR,19,2022
Spôsob vyjadrenia súhlasu štandardný (A=1/N=2),Štatistický úrad SR,19,2022
Zoznamy certifikátov vydávaných oprávnenými pracovníkmi RVPS SR,Štátna veterinárna a potravinová správa Bratislava,19,2022
Pracovné skupiny ÚVO,Úrad pre verejné obstarávanie,19,2022
Biogeografické regióny (INSPIRE Linked Data),Ministerstvo životného prostredia SR,19,2022
"Typ kontajnera - nákladovej jednotky, verzia Dop 5-04",Štatistický úrad SR,19,2022
Počet a podiel platných hlasov odovzdaných pre kandidátov na predsedov podľa samosprávnych krajov,Štatistický úrad SR,19,2022
Údaje centrálnej technickej evidencie pozemných komunikácií - rok 2021,Slovenská správa ciest,19,2022
PMÚSR Zoznam objednávok (2022-05-31),"Protimonopolný úrad SR, Bratislava",19,2022
Súhrnné výsledky hlasovania za obce,Štatistický úrad SR,19,2022
Štatistika psov v meste,Mesto Vranov nad Topľou (OVM),19,2022
PMÚSR Pracovné skupiny (2022-01-27),"Protimonopolný úrad SR, Bratislava",18,2022
PMÚSR Zoznam rozhodnutí (2021-12-31),"Protimonopolný úrad SR, Bratislava",18,2022
Objednávky tovarov a služieb RÚVZ Nitra za rok 2017,Regionálny úrad verejného zdravotníctva Nitra,18,2022
"Mesačný zoznam priemyselných výrobkov, prác a služieb, verzia 2008",Štatistický úrad SR,18,2022
Počet a podiel platných hlasov odovzdaných pre kandidátov na prezidenta Slovenskej republiky za obce,Štatistický úrad SR,18,2022
Zoznam miest pre zapožičanie sondážnych tyčí,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,18,2022
MŽPSR Objednávky 2021,Ministerstvo životného prostredia SR,18,2022
"Odvetvové zatriedenie výskumnej a vývojovej činnosti, verzia 2009",Štatistický úrad SR,18,2022
Počet a podiel platných hlasov odovzdaných pre politické subjekty za SR,Štatistický úrad SR,18,2022
Počet a podiel platných hlasov odovzdaných pre politické subjekty za obce,Štatistický úrad SR,18,2022
Zániky podnikov v SR podľa SK NACE Rev. 2 a veľkostnej kategórie počtu zamestnancov,Štatistický úrad SR,18,2022
Objednávky tovarov a služieb RÚVZ Nitra za rok 2019,Regionálny úrad verejného zdravotníctva Nitra,18,2022
Zoznam zvolených predsedov samosprávnych krajov,Štatistický úrad SR,18,2022
Organizačná štruktúra ÚPV SR,Úrad priemyselného vlastníctva Slovenskej republiky,18,2022
Zoznam faktúr PMÚ SR (08-2021),"Protimonopolný úrad SR, Bratislava",18,2022
"Zoznam zvolených starostov a primátorov podľa obcí, miest a mestských častí",Štatistický úrad SR,18,2022
"Klasifikácia produktov podľa činností pre ročné štrukturálne zisťovanie - dlhodobý majetok, verzia 2008",Štatistický úrad SR,18,2022
"Súhrnné výsledky hlasovania podľa volebných obvodov, samosprávnych krajov a za SR",Štatistický úrad SR,18,2022
"Hlavné triedy Klasifikácie zamestnaní, verzia 2001",Štatistický úrad SR,18,2022
Plán zverejňovania datasetov na rok 2015 za MV SR,Ministerstvo vnútra SR,18,2022
Register odbornej spôsobilosti osôb na prácu s veľmi toxickými látkami a prípravkami a s toxickými látkami a prípravkami za rok 2018,Regionálny úrad verejného zdravotníctva Trenčín,18,2022
NKÚ SR Zoznam strategických dokumentov,Najvyšší kontrolný úrad SR,18,2022
"Zoznam zvolených poslancov za obce, ktoré použili IVIS na výpočet výsledkov v obci",Štatistický úrad SR,18,2022
MŽPSR Dotácie - Limity (SEPP),Ministerstvo životného prostredia SR,18,2022
"Zoznam vybraných priemyselných výrobkov (PRODSLOV), verzia 2006",Štatistický úrad SR,18,2022
Hustota obyvateľstva - obce,Štatistický úrad SR,18,2022
Súhrnné výsledky hlasovania za územné obvody,Štatistický úrad SR,18,2022
PMÚSR Zahraničné cestovné náklady (2022-06-30),"Protimonopolný úrad SR, Bratislava",18,2022
Súhrnné výsledky hlasovania podľa územných obvodov okresných komisií,Štatistický úrad SR,18,2022
"Kategórie spotrebiteľov elektriny podľa ročnej spotreby, verzia 2008",Štatistický úrad SR,18,2022
Objednávky tovarov a služieb 2022,Regionálny úrad verejného zdravotníctva Topoľčany,18,2022
3.2.2 Miera novorodeneckej úmrtnosti,Štatistický úrad SR,18,2022
Súhrnné výsledky hlasovania za okresy,Štatistický úrad SR,18,2022
NKÚ SR Zoznam faktúr za rok 2021,Najvyšší kontrolný úrad SR,18,2022
Register adries v meste Vranov nad Topľou,Mesto Vranov nad Topľou (OVM),18,2022
Účasť voličov vo voľbe prezidenta SR podľa obvodov a za SR,Štatistický úrad SR,18,2022
MIRRI Úradné hodiny (2022-03-14),Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu,18,2022
Faktúry za tovary a služby 2018,Regionálny úrad verejného zdravotníctva Topoľčany,18,2022
MŽPSR Faktúry 2021,Ministerstvo životného prostredia SR,18,2022
Vodovody,Výskumný ústav vodného hospodárstva,18,2022
Faktúry za tovar a služby RÚVZ Trenčín za rok 2017,Regionálny úrad verejného zdravotníctva Trenčín,18,2022
"Vybrané druhy rýb, verzia 2005",Štatistický úrad SR,18,2022
Zamestnanci podľa ekonomickej činnosti zistení pracoviskovou metódou,Štatistický úrad SR,18,2022
PMÚSR Strategické dokumenty (2022-06-07),"Protimonopolný úrad SR, Bratislava",18,2022
Objednávky tovarov a služieb 2017,Regionálny úrad verejného zdravotníctva Topoľčany,18,2022
Zoznam využívaných programov Open Source,"Plemenárske služby Slovenskej republiky, štátny podnik",18,2022
PMÚSR Zoznam rozhodnutí (2022-01-31),"Protimonopolný úrad SR, Bratislava",17,2022
NKÚ SR Zoznam pracovných skupín za rok 2021,Najvyšší kontrolný úrad SR,17,2022
Údaje celoštátneho sčítania dopravy v roku 2005,Slovenská správa ciest,17,2022
Počet a podiel platných hlasov odovzdaných pre kandidátov na prezidenta Slovenskej republiky za kraje,Štatistický úrad SR,17,2022
Ekonomické subjekty v RO podľa vybraných právnych foriem a kategórie počtu zamestnancov k 31. 12.,Štatistický úrad SR,17,2022
Zoznam existujúcich KÚ vedených HKÚ SR v zahraničí,Ministerstvo zahraničných vecí a európskych záležitostí SR,17,2022
"Kódy reprezentantov cien v oblasti vybraných trhových služieb, verzia 2004 - 2008",Štatistický úrad SR,17,2022
Pohľadávky ÚVO,Úrad pre verejné obstarávanie,17,2022
Objednávky tovarov a služieb RÚVZ Nitra za rok 2021,Regionálny úrad verejného zdravotníctva Nitra,17,2022
"Bilancia podľa krajiny narodenia a pohlavia - SR-oblasť-kraj-okres, mestá, vidiek",Štatistický úrad SR,17,2022
Počet a podiel platných hlasov odovzdaných pre jednotlivých kandidátov na prezidenta SR podľa obvodov,Štatistický úrad SR,17,2022
Súhrnné výsledky hlasovania za kraje,Štatistický úrad SR,17,2022
Plemenársky informačný systém,"Plemenárske služby Slovenskej republiky, štátny podnik",17,2022
Kategórie klasifikácie produktov podľa činností CPA 2008,Štatistický úrad SR,17,2022
Členenie hrubého obratu podľa poľnohospodárskych výrobkov,Štatistický úrad SR,17,2022
Faktúry za tovary a služby RÚVZ Nitra za rok 2020,Regionálny úrad verejného zdravotníctva Nitra,17,2022
ŠVPÚ Náklady a výnosy,Štátny veterinárny a potravinový ústav,17,2022
"Medzinárodná klasifikácia chorôb, 10. decenálna revízia, K3 (verzia Obyv 3-12)",Štatistický úrad SR,17,2022
Zahraničné cestovné náklady ÚPV SR,Úrad priemyselného vlastníctva Slovenskej republiky,17,2022
"Kódy reprezentantov cien v lesnom hospodárstve, verzia 2009",Štatistický úrad SR,17,2022
Zloženie zastupiteľstviev (nezvolení),Štatistický úrad SR,17,2022
Výsledky hlasovania oprávnených občanov v referende podľa obcí za okresy,Štatistický úrad SR,17,2022
"Mestá, v ktorých sa vykonáva MHD",Štatistický úrad SR,17,2022
Zvolení primátori miest,Štatistický úrad SR,17,2022
Zoznam strategických dokumentov UVO,Úrad pre verejné obstarávanie,17,2022
Zoznam krmív povolených v ekologickej poľnohospodárskej výrobe,Ústredný kontrolný a skúšobný ústav poľnohospodársky v Bratislave,17,2022
Súhrnné výsledky hlasovania vo voľbe prezidenta SR podľa okresov a za SR,Štatistický úrad SR,17,2022
Zoznam kandidátov na starostov,Štatistický úrad SR,17,2022
ŠVPÚ Kapitálové výdavky,Štátny veterinárny a potravinový ústav,17,2022
Počet a podiel platných hlasov odovzdaných pre jednotlivých kandidátov na prezidenta SR a za SR,Štatistický úrad SR,17,2022
Počet a podiel zvolených starostov a primátorov podľa politických subjektov,Štatistický úrad SR,17,2022
"Súhrnné výsledky hlasovania vo voľbe prezidenta SR, počet a podiel platných hlasov",Štatistický úrad SR,17,2022
NKÚ SR Zoznam objednávok,Najvyšší kontrolný úrad SR,17,2022
"Kategórie štandardných spotrebiteľov elektriny, verzia 2003",Štatistický úrad SR,17,2022
Prírastok obyvateľov podľa pohlavia - obce (ročne),Štatistický úrad SR,17,2022
Indexy cien stavebných prác podľa Klasifikácie stavieb (na báze roku 2015=100) - štvrťročné údaje,Štatistický úrad SR,17,2022
Počet a podiel platných hlasov odovzdaných pre kandidátov na predsedov podľa obcí,Štatistický úrad SR,17,2022
Výsledky hlasovania pre politické subjekty podľa krajov,Štatistický úrad SR,17,2022
Faktúry-za-II-polrok-2017,Regionálny úrad verejného zdravotníctva so sídlom vo Veľkom Krtíši,17,2022
Výsledky prednostného hlasovania za SR,Štatistický úrad SR,17,2022
